번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,PHONE_NUMBER,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
2650,346000001020210001,1,영업/정상,0,정상,,대구광역시 수성구 지산동 1207-12 ,,"대구광역시 수성구 용학로48길 24, 2/3층 (지산동)",42221.0,KABB 동물병원,2021-01-08,128.6351204823613,35.81951159565333
2651,346000001020020007,1,영업/정상,0,정상,,대구광역시 수성구 중동 356-7 수성 골드클래스 더 센텀 상가201동 116호,766-9350,"대구광역시 수성구 수성로 185, 상가201동 116호 (중동, 수성 골드클래스 더 센텀)",42154.0,나라동물병원,2022-02-10,128.61163481153798,35.84264577186996
2652,346000001020030002,1,영업/정상,0,정상,,대구광역시 수성구 지산동 1054-1번지 ,761-8875,대구광역시 수성구 동대구로 24 (지산동),,두산메디펫동물병원,2018-08-31,128.6240476746174,35.83227223340313
2653,346000001020020001,1,영업/정상,0,정상,,대구광역시 수성구 지산동 1258-13번지 ,784-2483,대구광역시 수성구 지범로 89 (지산동),,지산동물병원,2018-08-31,128.63179600130348,35.82587137058745
2654,346000001020040004,1,영업/정상,0,정상,,대구광역시 수성구 만촌동 1326-8번지 ,746-7111,대구광역시 수성구 동원로 150 (만촌동),42037.0,금강동물병원,2018-08-31,128.6358311377223,35.871828156966245
2655,346000001020040011,1,영업/정상,0,정상,,대구광역시 수성구 범어동 167-18 ,053-756-8290,대구광역시 수성구 달구벌대로 2475 (범어동),,제니스동물병원,2022-02-16,128.63343001463534,35.85925420502963
2656,346000001020110002,1,영업/정상,0,정상,,대구광역시 수성구 두산동 ,053-764-8275,대구광역시 수성구 들안로 50 (두산동),42173.0,리즈 동물병원,2018-08-31,128.6172153060936,35.834310933142575
2657,346000001020190002,1,영업/정상,0,정상,,대구광역시 수성구 매호동 1344-21번지 ,,"대구광역시 수성구 달구벌대로 3179, 1층 (매호동)",42268.0,감자동물병원,2019-11-20,128.70479933036896,35.84176355838772
2658,346000001020220001,1,영업/정상,0,정상,,대구광역시 수성구 신매동 362-4 1층 ,053-721-7879,"대구광역시 수성구 달구벌대로 3223, 1층 (신매동)",42271.0,시지W동물의료센터,2022-02-19,128.7094717441977,35.840474483750704
2659,346000001020180003,1,영업/정상,0,정상,,대구광역시 수성구 시지동 462-121번지 ,0537915945,대구광역시 수성구 달구벌대로 3014 (시지동),42251.0,시지동물병원,2018-08-31,128.68707975930704,35.84180841592167
2660,346000001020190001,1,영업/정상,0,정상,,대구광역시 수성구 지산동 1051번지 3층 ,053-767-1190,"대구광역시 수성구 동대구로 36, 3층 (지산동)",42185.0,대구24시 야간응급연합동물병원,2019-05-01,128.62430449162107,35.83357269396314
2661,346000001020110005,1,영업/정상,0,정상,,대구광역시 수성구 지산동 1051 ,053-765-7877,대구광역시 수성구 동대구로 36 (지산동),,대구동물메디컬센터,2022-01-20,128.62430449162107,35.83357269396314
2662,346000001020110006,1,영업/정상,0,정상,,대구광역시 수성구 범물동 1275-4번지 ,053-784-9971,대구광역시 수성구 지범로39길 11 (범물동),42198.0,베트문동물병원,2019-01-18,128.64211864121899,35.820521280797344
2663,346000001020120001,1,영업/정상,0,정상,,대구광역시 수성구 만촌동 854-1 ,053-742-0075,대구광역시 수성구 달구벌대로 2644 (만촌동),42068.0,조은동물의료원,2022-02-23,128.6507988001605,35.85623203047475
2664,346000001020170002,1,영업/정상,0,정상,,대구광역시 수성구 노변동 4-2번지 ,,대구광역시 수성구 달구벌대로 3144 (노변동),42256.0,펫 동물병원,2019-05-03,128.70087913467424,35.84184477198099
2665,346000001020120002,1,영업/정상,0,정상,,대구광역시 수성구 범물동 1271-2번지 덕암빌딩 2층 ,053-291-7579,"대구광역시 수성구 용학로 294 (범물동, 덕암빌딩 2층)",42198.0,멘토동물병원,2018-08-31,128.64078487577194,35.82172361999737
2666,346000001020130002,1,영업/정상,0,정상,,대구광역시 수성구 지산동 1157-46번지 ,053-782-7580,대구광역시 수성구 지범로 73 (지산동),42187.0,퍼스트동물병원,2019-01-18,128.62986094184922,35.82652340383014
2667,346000001020130003,1,영업/정상,0,정상,,대구광역시 수성구 만촌동 1025-35번지 ,053-744-8285,대구광역시 수성구 청호로 484 (만촌동),42080.0,세인트동물병원,2019-01-18,128.64505059001965,35.85799424100848
2668,346000001020140001,1,영업/정상,0,정상,,대구광역시 수성구 신매동 261-16번지 ,053-794-7975,대구광역시 수성구 달구벌대로 3249 (신매동),42271.0,그랜드벳동물병원,2019-01-18,128.7117714001708,35.839000602240176
2669,346000001020140003,1,영업/정상,0,정상,,대구광역시 수성구 시지동 258-13번지 1층 ,053-791-7532,"대구광역시 수성구 달구벌대로 3116-1, 1층 (시지동)",42255.0,y동물병원,2018-08-31,128.69790108986845,35.842656914484785
2670,346000001020140004,1,영업/정상,0,정상,,대구광역시 수성구 범어동 1161번지 ,742-7275,대구광역시 수성구 들안로 412 (범어동),42009.0,로얄동물병원,2018-08-31,128.61843041295785,35.86687339782758
2671,346000001020140005,1,영업/정상,0,정상,,대구광역시 수성구 수성동4가 1017-32번지 ,746-5575,대구광역시 수성구 들안로 354 (수성동4가),42016.0,곰아저씨 동물병원,2018-08-31,128.61802864501382,35.861636805203965
2672,346000001020140006,1,영업/정상,0,정상,,대구광역시 수성구 황금동 676-4번지 ,,대구광역시 수성구 동대구로 207 (황금동),42140.0,예스동물병원,2018-08-31,128.62445189389638,35.84901952561755
2673,346000001020150001,1,영업/정상,0,정상,,,,대구광역시 수성구 달구벌대로 2660 (만촌동),42069.0,에피소드 동물병원,2020-06-18,128.65234923621713,35.855499777923654
2674,346000001020150002,1,영업/정상,0,정상,,,,대구광역시 수성구 달구벌대로 2367 (수성동4가),42017.0,따뜻한 on동물병원,2018-08-31,128.6216488722972,35.85997709313475
2675,346000001020150003,1,영업/정상,0,정상,,,762-7942,대구광역시 수성구 동대구로 247 (범어동),42140.0,스마트동물병원,2018-08-31,128.6248582984468,35.85262684150068
2676,346000001020150004,1,영업/정상,0,정상,,대구광역시 수성구 황금동 889-6번지 ,0537681002,대구광역시 수성구 청수로 101 (황금동),42149.0,마루동물병원,2018-08-31,128.61935388751849,35.84076262797957
2677,346000001020160001,1,영업/정상,0,정상,,,,대구광역시 수성구 용학로44길 53 (지산동),42212.0,KABB-C 동물병원,2020-12-30,128.63513710932753,35.81999885244383
2678,346000001020180001,1,영업/정상,0,정상,,대구광역시 수성구 수성동3가 10 ,7167585,대구광역시 수성구 달구벌대로 2354 (수성동3가),42115.0,범어동물의료센터,2021-05-13,128.61990854015792,35.859310315615
2679,346000001019950001,1,영업/정상,0,정상,,대구광역시 수성구 범어동 225-17번지 ,751-9323,대구광역시 수성구 범어로 118 (범어동),42030.0,범어동물병원,2018-08-31,128.63592013605563,35.860064747938296
2680,346000001019980001,1,영업/정상,0,정상,,대구광역시 수성구 지산동 1258-11 ,781-6566,대구광역시 수성구 지산로 41 (지산동),42189.0,정동물병원,2021-10-28,128.63201522009,35.8257762864685
2681,346000001020020004,1,영업/정상,0,정상,,대구광역시 수성구 수성동4가 1236-44번지 ,742-4810,대구광역시 수성구 달구벌대로 2259 (수성동4가),,사랑동물병원,2018-08-31,128.6100638448948,35.86111021613168
2682,346000001020020006,1,영업/정상,0,정상,,대구광역시 수성구 만촌동 1328-13번지 ,746-0031,대구광역시 수성구 화랑로 102 (만촌동),,선동물병원,2018-08-31,128.63788490047838,35.872693853177545
2683,346000001020050004,1,영업/정상,0,정상,,대구광역시 수성구 수성동4가 1186-76번지 77호,759-8575,"대구광역시 수성구 달구벌대로 2287-1, 77호 (수성동4가)",,캣츠&독스동물병원,2019-01-12,128.61276543152374,35.86016313198301
2684,346000001020060001,1,영업/정상,0,정상,,대구광역시 수성구 지산동 1157-22번지 ,782-7355,대구광역시 수성구 지범로 69 (지산동),,이수의과동물병원,2019-01-15,128.62873824618154,35.82693147312846
2685,346000001020060002,1,영업/정상,0,정상,,대구광역시 수성구 수성동2가 60-1번지 4호,752-7535,"대구광역시 수성구 명덕로 421, 4호 (수성동2가)",,허동물병원,2018-08-31,128.6163673631302,35.85463306242973
2686,346000001020060003,1,영업/정상,0,정상,,대구광역시 수성구 중동 400-10번지 ,763-8855,대구광역시 수성구 수성로 151 (중동),,수성동물병원,2018-08-31,128.611942947022,35.839129836666594
2687,346000001020100001,1,영업/정상,0,정상,,대구광역시 수성구 상동 279-2 ,764-7582,대구광역시 수성구 수성로 85 (상동),,올펫 동물병원,2021-10-31,128.61125745203316,35.83330696448335
2688,346000001020100002,1,영업/정상,0,정상,,대구광역시 수성구 신매동 183번지 ,792-0788,대구광역시 수성구 달구벌대로 3258 (신매동),42277.0,다원 동물병원,2018-08-31,128.71223668139586,35.8380491305624
2689,346000001020100003,1,영업/정상,0,정상,,대구광역시 수성구 만촌동 950-1번지 ,755-8355,대구광역시 수성구 국채보상로 1006 (만촌동),,메트로 동물병원,2019-01-18,128.64030960904168,35.86581164829472
2768,347000001020210003,1,영업/정상,0,정상,,대구광역시 달서구 감삼동 69-1 ,053-567-2475,"대구광역시 달서구 달구벌대로 1601, 1층 (감삼동)",42640.0,대구24시라이프동물의료센터,2021-10-24,128.54146932201962,35.85222195793129
2769,347000001020110004,1,영업/정상,0,정상,,대구광역시 달서구 용산동 230-11번지 홈플러스 성서점 지하1층 ,053-568-7582,"대구광역시 달서구 달구벌대로 1467, 홈플러스 성서점 지하1층 (용산동)",42637.0,도그플러스동물병원,2020-05-13,128.52745920897632,35.84947230652127
2770,347000001020040006,1,영업/정상,0,정상,,대구광역시 달서구 감삼동 600-17번지 ,"566-8875,8885",대구광역시 달서구 달구벌대로 1524 (감삼동),42688.0,베스트 종합 동물병원,2019-01-16,128.5336099730138,35.84941281050436
2771,347000001020210001,1,영업/정상,0,정상,,대구광역시 달서구 감삼동 280-5 2층 ,053-571-0075,"대구광역시 달서구 와룡로 142, 2층 (감삼동)",42653.0,대구24시바른동물의료센터,2021-11-28,128.53753982796724,35.84528540754401
2772,347000001020210002,1,영업/정상,0,정상,,대구광역시 달서구 감삼동 140-32 ,053-721-7565,"대구광역시 달서구 달구벌대로 1580, 3층 (감삼동)",42642.0,대경연합동물영상센터,2021-07-03,128.53983605310003,35.85065849941978
2773,347000001020200001,1,영업/정상,0,정상,,대구광역시 달서구 성당동 211-1번지 ,053-625-9088,"대구광역시 달서구 성당로 23, 1층 (성당동)",42680.0,종합동물병원,2020-04-01,128.55868528809066,35.839504400614594
2774,347000001020200002,1,영업/정상,0,정상,,대구광역시 달서구 성당동 263-4 ,053-719-0205,대구광역시 달서구 구마로 243 (성당동),42680.0,이서동물병원,2021-07-13,128.55437058517052,35.83743710984206
2775,347000001020140002,1,영업/정상,0,정상,,대구광역시 달서구 감삼동 171-4번지 ,053-565-7175,대구광역시 달서구 와룡로 156 (감삼동),42652.0,미소동물병원,2019-01-16,128.53756253544464,35.846485174258476
2776,347000001020150001,1,영업/정상,0,정상,,대구광역시 달서구 대곡동 964번지 ,053-631-9966,대구광역시 달서구 비슬로 2746 (대곡동),42765.0,24시프라임동물병원,2019-02-14,128.51546037532273,35.810198326361146
2777,347000001020150002,1,영업/정상,0,정상,,대구광역시 달서구 대곡동 7-6 ,0536310209,대구광역시 달서구 비슬로 2692 (대곡동),42769.0,이솝동물병원,2021-06-17,128.51018860516368,35.80798684523167
2778,347000001020160001,1,영업/정상,0,정상,,대구광역시 달서구 월성동 1811 그루메디컬 105호,053-638-7585,"대구광역시 달서구 조암로 4, 105호 (월성동, 그루메디컬)",42752.0,앨리스in동물병원,2021-11-04,128.52920727706376,35.82622229907633
2779,347000001020160002,1,영업/정상,0,정상,,대구광역시 달서구 도원동 1435번지 ,0534777582,대구광역시 달서구 도원로 11 (도원동),42833.0,THE나은동물병원,2019-01-16,128.5363986531771,35.808624431712644
2780,347000001020170002,1,영업/정상,0,정상,,대구광역시 달서구 장기동 566-4번지 ,053-567-8275,대구광역시 달서구 용산로 52 (장기동),42690.0,본리종합동물병원,2019-08-15,128.53088147613622,35.8421920535162
2781,347000001020170003,1,영업/정상,0,정상,,대구광역시 달서구 진천동 44-4 ,053-634-7582,대구광역시 달서구 월배로 165 (진천동),42783.0,본 동물메디컬센터 외과동물병원,2021-12-09,128.532043303228,35.81714049082118
2782,347000001020040007,1,영업/정상,0,정상,,대구광역시 달서구 진천동 508번지 진천역 대성스키이렉스 상가1층 401동 127호,053-633-8811,"대구광역시 달서구 월배로 80, 401동 1층 127호 (진천동, 진천역 대성스카이렉스 상가)",42773.0,해맑은동물병원,2019-01-16,128.52378250880903,35.81323367872276
2783,347000001020040009,1,영업/정상,0,정상,,대구광역시 달서구 두류동 472-11번지 ,053-555-7585,대구광역시 달서구 두류공원로 267 (두류동),42647.0,한마음종합동물병원,2019-01-16,128.55762434064803,35.856920712475954
2784,347000001020170004,1,영업/정상,0,정상,,대구광역시 달서구 상인동 1439-1 ,053-637-7501,"대구광역시 달서구 월배로 166, 1, 2, 5층 (상인동)",42788.0,탑스동물메디컬센터,2021-11-14,128.53222336453206,35.81656168649647
2785,347000001020040005,1,영업/정상,0,정상,,대구광역시 달서구 이곡동 1238-6번지 ,053-581-7582,대구광역시 달서구 이곡공원로 19 (이곡동),42619.0,이곡종합동물병원,2019-01-16,128.50957154462208,35.855418476017455
2786,347000001020190001,1,영업/정상,0,정상,,대구광역시 달서구 월성동 1540-2번지 원더풀스파랜드 203호,053-631-7975,"대구광역시 달서구 조암로 48, 원더풀스파랜드 203호 (월성동)",42754.0,돌봄동물메디컬클리닉,2019-02-27,128.52419869617736,35.82431860351357
2788,347000001019960001,1,영업/정상,0,정상,,대구광역시 달서구 상인동 240-9번지 ,053-639-6366,대구광역시 달서구 월곡로 249 (상인동),42786.0,가람동물병원,2019-05-11,128.53939325604054,35.8167192680604
2789,347000001019920001,1,영업/정상,0,정상,,대구광역시 달서구 상인동 188-4번지 ,053-652-7582,대구광역시 달서구 월배로39길 4-1 (상인동),42781.0,제이엘동물병원,2019-01-16,128.53444328440165,35.818483267127164
2790,347000001019950001,1,영업/정상,0,정상,,대구광역시 달서구 두류동 487-25번지 ,053-653-5549,대구광역시 달서구 달구벌대로 1736 (두류동),42646.0,광장동물병원,2019-04-19,128.55519070312337,35.85672207702955
2791,347000001019970001,1,영업/정상,0,정상,,대구광역시 달서구 감삼동 105-1 ,053-562-1132,대구광역시 달서구 달구벌대로 1658 (감삼동),42642.0,용산종합동물병원,2020-07-15,128.54747629706483,35.853747862537155
